Mes,ID_Máquina,ID_Producto_principal,Días_operación,Horas_programadas,Parada_programada_h,Parada_operacional_h,Parada_no_programada_h,Tiempo_operativo_h,Cantidad_programada,Producción_total,Rechazadas_total,Aprobadas_total,%_Defectuosas,D01,D02,D03,D04,D05,D06,D07,D08,D09,ID_Defecto_principal,ID_Causa_principal,F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F14,Total_eventos,Parada_NP_min,ID_Falla_principal,Paros_auto_hilo,Escalamientos,actividades_mantenimiento,actividades_correctivas,duracion_correctiva_min,reincidencias,mes_num,criticidad_amef,eventos_por_1000_piezas,parada_min_por_evento,objetivo_Total_eventos,objetivo_Parada_NP_min,objetivo_%_Defectuosas,objetivo_Escalamientos,objetivo_reincidencias,objetivo_criticidad_amef,Mes_objetivo,rank_Total_eventos,rank_Parada_NP_min,rank_%_Defectuosas,rank_Escalamientos,rank_reincidencias,rank_criticidad_amef,puntaje_riesgo_objetivo,riesgo_mes_siguiente
2025-08,M10,P02,26,260,13.16,1.26,7.4,238.17,22073,20531,727,19804,0.03540986800448103,148,29,155,143,33,58,17,72,72,D03,C01,9,5,36,10,9,8,1,9,5,7,4,0,103,444.03,F03,36,4,82,30,129.33,4,8,24304.0,5.016803857581219,4.310970873786408,104.0,387.94,0.039252698320507234,3.0,4.0,22718.0,2025-09,0.7348484848484849,0.8121212121212121,0.8212121212121212,0.740909090909091,0.8393939393939394,0.7090909090909091,0.7762626262626263,alto
2025-09,M10,P02,26,260,13.16,1.44,6.47,238.93,22064,20661,811,19850,0.039252698320507234,122,98,148,89,62,53,14,97,128,D03,C10,9,3,43,16,3,3,2,9,3,10,3,0,104,387.94,F03,43,3,80,28,104.45,4,9,22718.0,5.033638255650743,3.730192307692308,93.0,730.08,0.0272662042573547,4.0,3.0,20806.0,2025-10,0.5242424242424243,0.9727272727272728,0.38181818181818183,0.8833333333333333,0.6439393939393939,0.5242424242424243,0.6550505050505051,alto
2025-10,M10,P02,27,270,14.17,1.46,12.17,242.2,22865,20905,570,20335,0.0272662042573547,80,36,123,46,36,97,37,62,53,D03,C01,6,1,36,16,7,1,4,7,5,6,3,1,93,730.08,F03,36,4,77,22,172.71,3,10,20806.0,4.4486964840947145,7.8503225806451615,86.0,434.44,0.03243570959430102,5.0,3.0,19240.0,2025-11,0.346969696969697,0.8878787878787879,0.6242424242424243,0.9621212121212122,0.6439393939393939,0.36666666666666664,0.6386363636363637,medio
2025-11,M10,P02,25,250,12.15,1.25,7.24,229.35,21265,19793,642,19151,0.03243570959430102,96,47,140,65,44,42,62,84,62,D03,C10,6,1,40,6,6,2,2,8,4,6,4,1,86,434.44,F03,40,5,71,22,111.14,3,11,19240.0,4.344970444096398,5.051627906976744,95.0,217.26,0.02714450867052023,0.0,2.0,20798.0,2025-12,0.5666666666666667,0.26666666666666666,0.3696969696969697,0.15151515151515152,0.30303030303030304,0.5212121212121212,0.36313131313131314,medio
2025-01,M11,P02,27,270,14.17,1.57,13.76,240.5,22856,20601,1044,19557,0.05067715159458279,131,27,206,236,27,146,92,50,129,D04,C09,7,3,52,10,13,3,6,15,9,6,2,1,127,825.85,F03,52,3,83,28,182.08,5,1,28954.0,6.164749284015339,6.502755905511811,122.0,352.4,0.05484296648192135,1.0,5.0,28600.0,2025-02,0.8954545454545455,0.7151515151515152,1.0,0.3878787878787879,0.9378787878787879,0.9424242424242424,0.8131313131313131,alto
2025-02,M11,P02,24,240,12.15,1.16,5.87,220.82,20376,18945,1039,17906,0.05484296648192135,174,98,199,179,68,80,32,30,179,D03,C10,7,4,43,15,13,5,6,10,7,11,1,0,122,352.4,F03,43,1,78,30,86.66,5,2,28600.0,6.439693850620216,2.888524590163934,126.0,381.51,0.048367416662599444,4.0,4.0,27540.0,2025-03,0.9333333333333333,0.793939393939394,0.9666666666666667,0.8833333333333333,0.8393939393939394,0.9,0.8861111111111111,alto
2025-03,M11,P02,26,260,13.16,1.35,6.36,239.13,22066,20489,991,19498,0.048367416662599444,258,42,257,45,33,121,15,122,98,D01,C01,13,2,52,19,10,3,7,9,1,6,4,0,126,381.51,F03,52,4,78,26,78.72,4,3,27540.0,6.149641270925862,3.0278571428571426,126.0,466.64,0.05423894453945761,7.0,5.0,29086.0,2025-04,0.9333333333333333,0.9151515151515152,0.996969696969697,0.9984848484848485,0.9378787878787879,0.9545454545454546,0.956060606060606,alto
2025-04,M11,P02,26,260,13.16,1.15,7.78,237.91,22084,20465,1110,19355,0.05423894453945761,196,51,253,132,17,100,48,178,135,D03,C01,11,4,51,12,15,4,6,6,5,5,7,0,126,466.64,F03,51,7,84,32,118.51,5,4,29086.0,6.156853163938432,3.7034920634920634,118.0,401.36,0.0397208300154574,5.0,5.0,27322.0,2025-05,0.8666666666666667,0.8393939393939394,0.8272727272727273,0.9621212121212122,0.9378787878787879,0.8939393939393939,0.8878787878787877,alto
2025-05,M11,P02,27,270,13.17,1.24,6.69,248.91,22977,21349,848,20501,0.0397208300154574,114,36,155,123,57,69,21,162,111,D08,C11,9,3,47,9,11,6,3,12,6,7,5,0,118,401.36,F03,47,5,83,30,102.04,5,5,27322.0,5.527190969132043,3.40135593220339,115.0,502.4,0.04472106961733518,6.0,5.0,25400.0,2025-06,0.8393939393939394,0.9424242424242424,0.9181818181818182,0.9924242424242424,0.9378787878787879,0.8303030303030303,0.91010101010101,alto
2025-06,M11,P02,25,250,13.16,1.25,8.37,227.22,21180,19521,873,18648,0.04472106961733518,164,86,132,118,25,48,42,139,119,D01,C01,8,5,48,10,6,6,1,14,3,8,6,0,115,502.4,F03,48,6,81,30,131.06,5,6,25400.0,5.891091644895241,4.368695652173913,114.0,486.7,0.04101645372683985,5.0,5.0,25724.0,2025-07,0.8303030303030303,0.9333333333333333,0.8606060606060606,0.9621212121212122,0.9378787878787879,0.8454545454545455,0.8949494949494948,alto
2025-07,M11,P02,27,270,13.17,1.42,8.11,247.3,22961,21211,870,20341,0.04101645372683985,144,51,172,75,55,109,15,129,120,D03,C10,9,4,47,9,9,4,7,9,3,8,5,0,114,486.7,F03,47,5,82,29,123.81,5,7,25724.0,5.374569798689359,4.269298245614035,127.0,371.77,0.04408680809558644,3.0,4.0,28108.0,2025-08,0.943939393939394,0.7727272727272727,0.9121212121212121,0.740909090909091,0.8393939393939394,0.9303030303030303,0.8565656565656566,alto
2025-08,M11,P02,26,260,13.16,1.53,6.2,239.11,22054,20505,904,19601,0.04408680809558644,172,57,238,156,36,51,18,45,131,D03,C05,8,6,54,13,15,4,4,11,3,6,3,0,127,371.77,F03,54,3,78,26,76.11,4,8,28108.0,6.193611314313582,2.9273228346456692,125.0,466.53,0.04958637231386754,4.0,5.0,29728.0,2025-09,0.9181818181818182,0.9121212121212121,0.9727272727272728,0.8833333333333333,0.9378787878787879,0.9666666666666667,0.9318181818181818,alto
2025-09,M11,P02,26,260,13.16,1.41,7.78,237.65,22061,20429,1013,19416,0.04958637231386754,129,108,196,136,64,138,66,59,117,D03,C10,6,5,46,12,19,2,4,14,4,9,3,1,125,466.53,F03,46,4,80,28,104.5,5,9,29728.0,6.11875275343874,3.73224,120.0,280.93,0.04345393509884372,1.0,4.0,25942.0,2025-10,0.8863636363636364,0.47878787878787876,0.9090909090909091,0.3878787878787879,0.8393939393939394,0.8636363636363636,0.7275252525252526,alto
2025-10,M11,P02,27,270,14.17,1.48,4.68,249.66,22865,21448,932,20516,0.04345393509884372,159,86,244,121,35,34,21,37,195,D03,C10,9,4,47,17,11,7,9,7,3,5,1,0,120,280.93,F03,47,1,77,22,51.5,4,10,25942.0,5.594927265945543,2.341083333333333,117.0,298.53,0.04693486590038314,1.0,4.0,27892.0,2025-11,0.853030303030303,0.5318181818181819,0.9515151515151515,0.3878787878787879,0.8393939393939394,0.9151515151515152,0.7464646464646464,alto
2025-11,M11,P02,25,250,12.15,1.26,4.98,231.61,21265,19836,931,18905,0.04693486590038314,240,54,243,66,61,121,6,40,100,D03,C01,14,2,44,14,16,3,3,11,2,7,1,0,117,298.53,F03,44,1,75,26,66.34,4,11,27892.0,5.898366606170599,2.551538461538461,126.0,297.35,0.04029990627928772,0.0,4.0,27236.0,2025-12,0.9333333333333333,0.5272727272727272,0.8393939393939394,0.15151515151515152,0.8393939393939394,0.8909090909090909,0.6969696969696969,alto
2025-01,M12,P02,27,270,14.17,1.42,5.49,248.93,22872,21518,589,20929,0.027372432382191652,98,36,116,37,28,69,16,81,108,D03,C10,6,3,32,9,4,5,1,12,1,5,4,0,82,329.16,F03,32,4,74,19,76.27,2,1,17978.0,3.8107630820708245,4.014146341463415,62.0,315.38,0.023567443558058294,4.0,1.0,14356.0,2025-02,0.010606060606060607,0.6060606060606061,0.18787878787878787,0.8833333333333333,0.04696969696969697,0.01818181818181818,0.29217171717171714,bajo
2025-02,M12,P02,24,240,12.15,1.11,5.26,221.48,20386,19179,452,18727,0.023567443558058294,33,61,106,31,28,27,0,97,69,D03,C11,2,2,24,4,9,3,5,4,0,5,4,0,62,315.38,F03,24,4,61,13,66.13,1,2,14356.0,3.2327024349548985,5.086774193548387,78.0,248.8,0.025797821517294095,2.0,2.0,18896.0,2025-03,0.15606060606060607,0.38484848484848483,0.3090909090909091,0.5621212121212121,0.30303030303030304,0.3303030303030303,0.3409090909090909,bajo
2025-03,M12,P02,26,260,13.16,1.41,4.15,241.29,22059,20932,540,20392,0.025797821517294095,117,53,149,47,32,31,0,35,76,D03,C10,9,0,28,11,9,0,2,9,0,8,2,0,78,248.8,F03,28,2,71,19,60.6,2,3,18896.0,3.7263519969424803,3.18974358974359,87.0,306.49,0.031713285035743416,3.0,2.0,19984.0,2025-04,0.36818181818181817,0.5727272727272728,0.5878787878787879,0.740909090909091,0.30303030303030304,0.4484848484848485,0.5035353535353536,medio
2025-04,M12,P02,26,260,13.16,1.34,5.11,240.39,22072,20843,661,20182,0.031713285035743416,110,57,122,77,36,66,29,70,94,D03,C10,6,5,36,3,10,6,3,7,4,4,3,0,87,306.49,F03,36,3,74,22,77.5,2,4,19984.0,4.174063234659118,3.5228735632183907,73.0,205.17,0.029306876371616677,2.0,2.0,16958.0,2025-05,0.07727272727272727,0.23030303030303031,0.4909090909090909,0.5621212121212121,0.30303030303030304,0.1484848484848485,0.302020202020202,bajo
2025-05,M12,P02,27,270,13.17,1.33,3.42,252.08,22967,21872,641,21231,0.029306876371616677,132,21,108,69,25,94,48,54,90,D01,C01,8,1,28,7,6,5,3,5,5,3,2,0,73,205.17,F03,28,2,72,19,53.4,2,5,16958.0,3.3376005852231163,2.8105479452054793,84.0,180.86,0.0233391390893257,0.0,1.0,19194.0,2025-06,0.29848484848484846,0.11818181818181818,0.17575757575757575,0.15151515151515152,0.04696969696969697,0.35454545454545455,0.19090909090909092,bajo
2025-06,M12,P02,25,250,13.16,1.55,3.01,232.28,21148,20095,469,19626,0.0233391390893257,47,47,168,96,30,37,0,0,44,D03,C05,4,2,34,8,16,2,5,9,0,4,0,0,84,180.86,F03,34,0,61,10,21.53,1,6,19194.0,4.180144314506096,2.153095238095238,80.0,349.55,0.024659942629776995,4.0,2.0,18334.0,2025-07,0.19242424242424241,0.7090909090909091,0.24545454545454545,0.8833333333333333,0.30303030303030304,0.2727272727272727,0.4343434343434344,medio
2025-07,M12,P02,27,270,13.17,1.63,5.83,249.37,22943,21614,533,21081,0.024659942629776995,93,8,111,59,8,62,21,95,76,D03,C11,8,0,31,10,7,3,5,5,3,4,4,0,80,349.55,F03,31,4,72,19,83.02,2,7,18334.0,3.7013047099102434,4.369375,71.0,232.98,0.021750561690329365,3.0,1.0,15666.0,2025-08,0.05606060606060606,0.3212121212121212,0.11818181818181818,0.740909090909091,0.04696969696969697,0.06666666666666667,0.22499999999999998,bajo
2025-08,M12,P02,26,260,13.16,1.48,3.88,241.47,22057,20919,455,20464,0.021750561690329365,77,10,124,55,14,39,24,65,47,D03,C01,4,4,29,9,10,1,3,5,2,1,3,0,71,232.98,F03,29,3,66,14,45.94,1,8,15666.0,3.39404369233711,3.2814084507042254,74.0,316.99,0.020580880938642045,4.0,2.0,15282.0,2025-09,0.08787878787878788,0.6181818181818182,0.07575757575757576,0.8833333333333333,0.30303030303030304,0.048484848484848485,0.3361111111111111,bajo
2025-09,M12,P02,26,260,13.16,1.4,5.28,240.15,22064,20796,428,20368,0.020580880938642045,69,2,85,51,13,24,19,82,83,D03,C11,3,5,34,4,3,3,3,10,3,2,4,0,74,316.99,F03,34,4,69,17,72.82,2,9,15282.0,3.558376610886709,4.283648648648649,78.0,209.98,0.024855012427506214,2.0,2.0,17372.0,2025-10,0.15606060606060607,0.24242424242424243,0.2515151515151515,0.5621212121212121,0.30303030303030304,0.18787878787878787,0.28383838383838383,bajo
2025-10,M12,P02,27,270,14.17,1.47,3.5,250.86,22868,21726,540,21186,0.024855012427506214,88,19,118,43,17,78,21,58,98,D03,C01,6,1,34,7,8,3,2,9,3,3,2,0,78,209.98,F03,34,2,70,15,40.38,2,10,17372.0,3.5901684617508973,2.692051282051282,68.0,217.49,0.01827275428345053,2.0,1.0,14720.0,2025-11,0.03484848484848485,0.2696969696969697,0.030303030303030304,0.5621212121212121,0.04696969696969697,0.030303030303030304,0.16237373737373736,bajo
2025-11,M12,P02,25,250,12.15,1.11,3.62,233.11,21281,20194,369,19825,0.01827275428345053,82,28,110,66,17,0,0,31,35,D03,C05,5,2,34,5,10,4,2,1,1,2,2,0,68,217.49,F03,34,2,61,12,38.38,1,11,14720.0,3.3673368327225908,3.198382352941177,71.0,230.92,0.021621621621621623,2.0,1.0,15462.0,2025-12,0.05606060606060606,0.3090909090909091,0.10909090909090909,0.5621212121212121,0.04696969696969697,0.06060606060606061,0.19065656565656564,bajo
2025-01,M13,P07,27,270,14.17,1.7,5.78,248.35,21761,20410,564,19846,0.027633512983831456,53,40,91,125,30,40,0,46,139,D09,C10,3,1,33,6,6,5,5,13,3,8,2,0,85,346.74,F03,33,2,72,17,69.35,2,1,19136.0,4.164625183733464,4.079294117647059,70.0,234.09,0.02083106118442578,2.0,2.0,15408.0,2025-02,0.04393939393939394,0.3242424242424242,0.09090909090909091,0.5621212121212121,0.30303030303030304,0.05606060606060606,0.23005050505050506,bajo
2025-02,M13,P07,24,240,12.15,1.22,3.9,222.73,19404,18338,382,17956,0.02083106118442578,18,39,78,70,10,42,30,26,69,D03,C10,1,2,29,9,8,1,2,8,4,4,2,0,70,234.09,F03,29,2,61,13,43.47,2,2,15408.0,3.8172101646853527,3.3441428571428573,85.0,261.23,0.023349639417015483,2.0,2.0,18404.0,2025-03,0.32575757575757575,0.4303030303030303,0.1787878787878788,0.5621212121212121,0.30303030303030304,0.2878787878787879,0.347979797979798,bajo
2025-03,M13,P07,26,260,13.16,1.33,4.35,241.16,21023,19829,463,19366,0.023349639417015483,74,6,96,34,44,49,21,28,111,D09,C10,7,1,40,7,4,5,2,7,4,6,2,0,85,261.23,F03,40,2,72,20,61.47,2,3,18404.0,4.286650864894852,3.073294117647059,95.0,251.28,0.03590465654229106,1.0,3.0,20940.0,2025-04,0.5666666666666667,0.39090909090909093,0.7545454545454545,0.3878787878787879,0.6439393939393939,0.5454545454545454,0.5482323232323232,medio
2025-04,M13,P07,26,260,13.16,1.39,4.19,241.26,21015,19886,714,19172,0.03590465654229106,121,46,105,103,25,147,19,32,116,D06,C01,7,3,40,10,7,4,3,10,4,6,1,0,95,251.28,F03,40,1,73,21,55.55,3,4,20940.0,4.777230212209595,2.6450526315789475,88.0,211.67,0.028141140126466187,3.0,2.0,17850.0,2025-05,0.3984848484848485,0.2515151515151515,0.43333333333333335,0.740909090909091,0.30303030303030304,0.22121212121212122,0.39141414141414144,medio
2025-05,M13,P07,27,270,13.17,1.49,3.53,251.82,21863,20717,583,20134,0.028141140126466187,83,18,152,60,4,103,31,37,95,D03,C01,4,2,40,11,6,4,5,9,2,2,3,0,88,211.67,F03,40,3,66,13,31.27,2,5,17850.0,4.247719264372255,2.405340909090909,85.0,265.93,0.032302188552188554,2.0,2.0,18382.0,2025-06,0.32575757575757575,0.43636363636363634,0.6151515151515151,0.5621212121212121,0.30303030303030304,0.28484848484848485,0.4212121212121212,medio
2025-06,M13,P07,25,250,13.16,1.53,4.43,230.88,20149,19008,614,18394,0.032302188552188554,49,48,108,115,19,107,31,32,105,D04,C09,3,4,38,7,8,7,2,4,6,4,2,0,85,265.93,F03,38,2,70,19,59.44,2,6,18382.0,4.471801346801346,3.1285882352941177,89.0,278.17,0.020736434108527133,3.0,2.0,18694.0,2025-07,0.4318181818181818,0.4666666666666667,0.08181818181818182,0.740909090909091,0.30303030303030304,0.30303030303030304,0.38787878787878793,medio
2025-07,M13,P07,27,270,13.17,1.46,4.64,250.74,21868,20640,428,20212,0.020736434108527133,44,11,118,38,2,47,15,64,89,D03,C11,3,4,38,7,8,6,5,11,1,3,3,0,89,278.17,F03,38,3,67,14,43.76,2,7,18694.0,4.312015503875969,3.1255056179775282,91.0,386.34,0.03296480373263008,5.0,3.0,21748.0,2025-08,0.47878787878787876,0.806060606060606,0.6424242424242425,0.9621212121212122,0.6439393939393939,0.6303030303030303,0.693939393939394,alto
2025-08,M13,P07,26,260,13.16,1.18,6.44,239.22,21031,19718,650,19068,0.03296480373263008,69,82,101,76,30,61,18,143,70,D08,C11,4,2,35,5,13,3,4,10,3,7,5,0,91,386.34,F03,35,5,73,21,89.16,3,8,21748.0,4.615072522568211,4.245494505494505,86.0,201.67,0.030007013325318105,1.0,2.0,19528.0,2025-09,0.346969696969697,0.20606060606060606,0.5212121212121212,0.3878787878787879,0.30303030303030304,0.4,0.3608585858585858,medio
2025-09,M13,P07,26,260,13.16,1.44,3.36,242.04,21009,19962,599,19363,0.030007013325318105,87,47,122,146,30,45,34,11,77,D04,C09,4,2,37,9,11,2,1,8,7,4,1,0,86,201.67,F03,37,1,70,18,42.21,2,9,19528.0,4.308185552549844,2.3449999999999998,92.0,291.9,0.031801604668125455,4.0,2.0,19756.0,2025-10,0.5,0.5212121212121212,0.5909090909090909,0.8833333333333333,0.30303030303030304,0.41515151515151516,0.5356060606060606,medio
2025-10,M13,P07,27,270,14.17,1.27,4.86,249.7,21793,20565,654,19911,0.031801604668125455,94,38,128,41,34,105,0,95,119,D03,C08,5,3,31,16,5,4,2,18,1,3,4,0,92,291.9,F03,31,4,71,16,50.77,2,10,19756.0,4.473620228543641,3.1728260869565217,87.0,163.23,0.033679294239750905,0.0,2.0,20978.0,2025-11,0.36818181818181817,0.06060606060606061,0.6848484848484848,0.15151515151515152,0.30303030303030304,0.553030303030303,0.35353535353535354,bajo
2025-11,M13,P07,25,250,12.15,1.24,2.72,233.89,20254,19270,649,18621,0.033679294239750905,173,44,143,103,9,70,26,0,81,D01,C01,10,3,26,11,12,3,5,12,2,3,0,0,87,163.23,F03,26,0,67,18,33.77,2,11,20978.0,4.514789828749351,1.876206896551724,95.0,295.52,0.03054881010199126,3.0,2.0,20828.0,2025-12,0.5666666666666667,0.5242424242424243,0.5454545454545454,0.740909090909091,0.30303030303030304,0.5272727272727272,0.5345959595959596,medio
2025-01,M14,P07,27,270,14.17,1.33,23.17,231.33,21787,18875,880,17995,0.04662251655629139,109,50,224,122,58,136,37,51,93,D03,C05,10,6,66,16,12,3,4,16,4,9,3,2,151,1390.4,F03,66,5,89,34,313.07,6,1,33018.0,8.0,9.20794701986755,111.0,438.7,0.046069551604606955,4.0,4.0,24718.0,2025-02,0.8136363636363636,0.8909090909090909,0.9333333333333333,0.8833333333333333,0.8393939393939394,0.793939393939394,0.859090909090909,alto
2025-02,M14,P07,24,240,12.15,1.3,7.31,219.24,19393,17886,824,17062,0.046069551604606955,74,89,169,115,51,56,26,103,141,D03,C10,6,2,48,11,10,2,5,11,3,9,4,0,111,438.7,F03,48,4,72,24,94.85,4,2,24718.0,6.205971150620597,3.952252252252252,125.0,594.93,0.04585767946577629,3.0,4.0,27102.0,2025-03,0.9181818181818182,0.9545454545454546,0.9303030303030303,0.740909090909091,0.8393939393939394,0.8818181818181818,0.8775252525252525,alto
2025-03,M14,P07,26,260,13.16,1.38,9.92,235.55,21015,19168,879,18289,0.04585767946577629,181,53,200,119,51,75,20,31,149,D03,C01,10,3,56,12,11,6,7,8,3,6,2,1,125,594.93,F03,56,3,77,25,118.99,4,3,27102.0,6.521285475792988,4.75944,128.0,473.33,0.04128393023015791,3.0,6.0,27628.0,2025-04,0.9515151515151515,0.9303030303030303,0.8696969696969697,0.740909090909091,0.9863636363636363,0.9030303030303031,0.896969696969697,alto
2025-04,M14,P07,26,260,13.16,1.18,7.89,237.77,21030,19378,800,18578,0.04128393023015791,75,105,207,78,52,32,26,94,131,D03,C10,4,9,57,13,11,0,6,10,4,11,3,0,128,473.33,F03,57,3,83,31,114.63,6,4,27628.0,6.605428836825266,3.697890625,135.0,391.9,0.04228413357044063,3.0,6.0,29920.0,2025-05,0.9818181818181818,0.8181818181818182,0.8848484848484849,0.740909090909091,0.9863636363636363,0.9757575757575757,0.897979797979798,alto
2025-05,M14,P07,27,270,13.17,1.36,6.53,248.94,21873,20244,856,19388,0.04228413357044063,105,36,255,110,36,66,46,75,127,D03,C05,7,9,53,19,15,5,1,11,5,7,3,0,135,391.9,F03,53,3,84,31,89.99,6,5,29920.0,6.668642560758743,2.9029629629629627,128.0,397.95,0.04665379665379665,5.0,4.0,28346.0,2025-06,0.9515151515151515,0.8303030303030303,0.9424242424242424,0.9621212121212122,0.8393939393939394,0.9393939393939394,0.9108585858585858,alto
2025-06,M14,P07,25,250,13.16,1.31,6.63,228.9,20164,18648,870,17778,0.04665379665379665,199,68,174,57,36,93,26,113,104,D01,C01,11,1,55,13,12,6,5,12,2,6,5,0,128,397.95,F03,55,5,76,25,77.72,4,6,28346.0,6.864006864006864,3.108984375,125.0,498.0,0.04715108199324995,5.0,5.0,28620.0,2025-07,0.9181818181818182,0.9363636363636364,0.9575757575757575,0.9621212121212122,0.9378787878787879,0.9454545454545454,0.9429292929292928,alto
2025-07,M14,P07,27,270,13.17,1.42,8.3,247.11,21868,20148,950,19198,0.04715108199324995,113,51,228,143,49,58,31,142,135,D03,C10,6,5,49,14,15,7,1,9,7,7,5,0,125,498.0,F03,49,5,83,30,119.52,5,7,28620.0,6.20408973595394,3.984,124.0,395.62,0.049673806955360354,3.0,5.0,28916.0,2025-08,0.9090909090909091,0.8242424242424242,0.9757575757575757,0.740909090909091,0.9378787878787879,0.9515151515151515,0.8898989898989899,alto
2025-08,M14,P07,26,260,13.16,1.5,6.59,238.74,21005,19467,967,18500,0.049673806955360354,196,79,233,112,51,73,32,72,119,D03,C01,11,2,50,9,16,7,7,8,4,7,3,0,124,395.62,F03,50,3,79,27,86.14,5,8,28916.0,6.369753942569476,3.190483870967742,129.0,329.04,0.043451526952244315,1.0,6.0,28766.0,2025-09,0.9590909090909091,0.6575757575757576,0.906060606060606,0.3878787878787879,0.9863636363636363,0.9484848484848485,0.8075757575757575,alto
2025-09,M14,P07,26,260,13.16,1.51,5.48,239.84,21006,19516,848,18668,0.043451526952244315,213,97,159,92,77,54,17,21,118,D01,C10,11,7,55,11,10,5,2,14,4,9,1,0,129,329.04,F03,55,1,84,32,81.62,6,9,28766.0,6.609961057593769,2.550697674418605,137.0,558.84,0.0451383676124706,5.0,6.0,29806.0,2025-10,0.9893939393939394,0.9515151515151515,0.9242424242424242,0.9621212121212122,0.9863636363636363,0.9696969696969697,0.9638888888888889,alto
2025-10,M14,P07,27,270,14.17,1.52,9.31,245.0,21774,19983,902,19081,0.0451383676124706,147,77,185,82,34,97,11,117,152,D03,C10,8,8,58,15,12,3,8,9,1,10,5,0,137,558.84,F03,58,5,87,32,130.53,6,10,29806.0,6.855827453335334,4.079124087591241,110.0,251.9,0.04052411898346278,2.0,3.0,23746.0,2025-11,0.7984848484848485,0.396969696969697,0.8484848484848485,0.5621212121212121,0.6439393939393939,0.7484848484848485,0.6664141414141415,alto
2025-11,M14,P07,25,250,12.15,1.33,4.2,232.32,20248,18927,767,18160,0.04052411898346278,56,62,268,123,35,55,0,52,116,D03,C05,4,2,43,17,12,4,4,15,2,5,2,0,110,251.9,F03,43,2,64,15,34.35,3,11,23746.0,5.811803244042901,2.29,142.0,312.64,0.05243243243243243,0.0,5.0,31928.0,2025-12,0.996969696969697,0.593939393939394,0.9878787878787879,0.15151515151515152,0.9378787878787879,0.9939393939393939,0.777020202020202,alto
2025-01,M15,P07,27,270,14.17,1.51,6.29,248.03,21774,20353,865,19488,0.04249987716798506,95,87,211,128,30,109,17,89,99,D03,C10,6,4,38,14,14,3,5,16,5,9,3,0,117,377.49,F03,38,3,82,27,87.11,4,1,27820.0,5.7485382990222575,3.2264102564102566,90.0,469.43,0.04055484374129575,5.0,3.0,20142.0,2025-02,0.4590909090909091,0.9212121212121213,0.8515151515151516,0.9621212121212122,0.6439393939393939,0.4666666666666667,0.7174242424242424,alto
2025-02,M15,P07,24,240,12.15,1.17,7.82,218.86,19407,17951,728,17223,0.04055484374129575,32,73,143,100,40,45,16,123,156,D09,C10,2,2,38,8,8,3,2,11,2,9,5,0,90,469.43,F03,38,5,68,20,104.32,3,2,20142.0,5.013648264720628,5.215888888888889,103.0,258.28,0.04328960645812311,2.0,3.0,24298.0,2025-03,0.7257575757575757,0.41515151515151516,0.9030303030303031,0.5621212121212121,0.6439393939393939,0.7757575757575758,0.6709595959595959,alto
2025-03,M15,P07,26,260,13.16,1.62,4.3,240.91,20992,19820,858,18962,0.04328960645812311,161,94,174,89,36,151,14,48,91,D03,C10,9,3,39,9,12,2,3,14,4,6,2,0,103,258.28,F03,39,2,76,24,60.18,3,3,24298.0,5.196770938446014,2.5075728155339805,106.0,443.13,0.040008175361504264,4.0,3.0,23374.0,2025-04,0.753030303030303,0.8939393939393939,0.8333333333333334,0.8833333333333333,0.6439393939393939,0.7303030303030303,0.7896464646464647,alto
2025-04,M15,P07,26,260,13.16,1.18,7.39,238.28,21033,19571,783,18788,0.040008175361504264,43,88,168,96,58,60,24,106,140,D03,C10,2,3,44,12,11,4,4,10,3,9,4,0,106,443.13,F03,44,4,73,21,87.79,3,4,23374.0,5.416176996576568,4.180471698113207,100.0,274.26,0.034263836386546474,1.0,2.0,21262.0,2025-05,0.6787878787878788,0.45151515151515154,0.703030303030303,0.3878787878787879,0.30303030303030304,0.5878787878787879,0.5186868686868688,medio
2025-05,M15,P07,27,270,13.17,1.33,4.57,250.94,21879,20634,707,19927,0.034263836386546474,79,29,179,124,43,68,41,12,132,D03,C05,4,3,41,15,9,10,3,4,4,6,1,0,100,274.26,F03,41,1,71,18,49.37,2,5,21262.0,4.846370068818455,2.7426,96.0,181.5,0.025281339963360377,0.0,2.0,19950.0,2025-06,0.5924242424242424,0.12121212121212122,0.27575757575757576,0.15151515151515152,0.30303030303030304,0.4393939393939394,0.3138888888888889,bajo
2025-06,M15,P07,25,250,13.16,1.16,3.02,232.66,20178,19105,483,18622,0.025281339963360377,93,45,162,31,34,40,0,0,78,D03,C01,7,1,46,11,10,4,6,7,0,4,0,0,96,181.5,F03,46,0,63,12,22.69,2,6,19950.0,5.0248626014132425,1.890625,118.0,307.73,0.03361507820849121,3.0,3.0,25694.0,2025-07,0.8666666666666667,0.5848484848484848,0.6787878787878788,0.740909090909091,0.6439393939393939,0.8424242424242424,0.7262626262626263,alto
2025-07,M15,P07,27,270,13.17,0.9,5.13,250.81,21915,20586,692,19894,0.03361507820849121,148,11,170,63,19,119,0,49,113,D03,C01,10,5,48,15,11,3,5,13,1,4,3,0,118,307.73,F03,48,3,76,23,59.98,3,7,25694.0,5.7320509083843385,2.6078813559322036,102.0,383.42,0.029582484725050918,5.0,3.0,21420.0,2025-08,0.7136363636363636,0.8,0.5060606060606061,0.9621212121212122,0.6439393939393939,0.6060606060606061,0.7053030303030302,alto
